Index,Lat,Long,Age_yr,AgeClass,BiomassRoot_gm2,BiomassAGW_gm2,BiomassFoliage_gm2,BiomassFruit_gm2,BiomassTotal_gm2,NPPRoot_gm2y,NPPAGW_gm2y,NPPFoliage_gm2y,NPPFruit_gm2y,NPPTotal_gm2y,Lgs_mo,MAT_C,GST_C,MAinvBT_eV-1,GSinvBT_eV-1,MAP_mm,GSP_mm,LeafType,BiomeClimate,BiomeSource,TEB_DD,Fertility,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
287,43.2,81.8,261,201+,10779,34123,2789,,47691,26,82,558,,665,6,5.266666667,15.3,41.75312788,40.23802968,345,279.2,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.45,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
288,43.9,87.7,178,101-200,5417,21341,2023,,28780,26,103,405,,533,7,7.95,18.81428571,41.38923111,39.76496739,245.1,182.7,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,9.4,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
289,43.03,87.13,108,101-200,4064,16128,1620,,21810,74,381,287,,742,2,-4.516666667,8.2,43.25910369,41.24748577,215,91.1,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
290,43.3,88.3,97,51-100,3598,16650,1732,,21979,49,228,347,,622,6,5.25,16.3,41.76833552,40.10276745,186.6,141.1,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,30.95,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
291,43.1,81.1,116,101-200,6912,26074,2407,,35392,74,297,482,,852,6,4.275,13.96666667,41.89782313,40.42484436,463.6,384.8,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,17.85,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
292,27.45,98.96,90,51-100,4797,22525,1381,,28703,107,505,276,,888,9,10.06666667,12.21111111,40.98750453,40.67396256,918.1,840.5,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
293,27.53,98.96,90,51-100,2942,11976,1039,,15957,85,348,208,,641,7,8.833333333,12.6,41.16746611,40.61530162,875.7,715.8,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
294,27.53,99.2,100,51-100,6055,25904,2021,,33980,145,621,404,,1170,6,6.6,11.2,41.49678534,40.81385869,847.7,652.9,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
295,27.82,99.14,200,101-200,8488,35345,2929,,46762,103,429,586,,1118,7,9.691666667,13.48571429,41.04258632,40.48970111,841.7,687.8,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
296,27.82,99.26,150,101-200,6019,43026,730,,49775,97,693,146,,936,7,8.191666667,12.02857143,41.26188777,40.69678858,821.4,687.9,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
297,28,99.15,175,101-200,5372,32328,994,,38693,80,496,199,,774,5,4.175,9.72,41.86143733,41.02673595,765,535.9,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
298,28.18,98.96,150,101-200,6155,46177,674,,53006,77,580,135,,792,6,6.033333333,10.86666667,41.58238082,40.86210648,734.3,553.1,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
299,28.53,98.84,120,101-200,3374,20721,564,,24659,68,415,113,,596,6,6.4,11.31666667,41.52835361,40.7975735,695.9,547.5,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
300,28.62,98.65,150,101-200,3852,26014,526,,30392,62,419,105,,586,6,6.4,11.31666667,41.52835361,40.7975735,713.9,559.6,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
301,28.9,99.02,100,51-100,3399,14852,1102,,19353,82,357,220,,659,7,7.425,11.65714286,41.37769315,40.75069907,616.2,540.8,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
302,26.95,99.5,100,51-100,4280,22084,1027,,27391,85,439,205,,729,7,7.25,10.9,41.39916779,40.85800387,954,828.2,needle,temperate forest,boreal/alpine Picea-Abies forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
303,27.02,99.62,100,51-100,3384,24601,396,,28381,81,590,79,,750,7,9.941666667,13.57142857,41.00513577,40.4771077,930.6,787.3,needle,temperate forest,boreal/alpine Picea-Abies forest,3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
304,27.1,99.44,120,101-200,5627,31627,1132,,38386,91,512,226,,829,7,9.466666667,13.1,41.07415084,40.5438753,933.4,779.6,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
305,27.17,99.57,100,51-100,6555,37284,1286,,45125,171,974,257,,1402,9,10.975,13.1,40.8559741,40.54721644,910.9,845.8,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
306,26.8,100.2,122,101-200,3624,16921,1054,,21599,72,338,211,,621,9,11.725,13.75555556,40.74727055,40.45389686,982.7,954.5,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
307,27.32,100.66,120,101-200,3495,16263,1022,,20780,70,326,204,,600,9,11.55,13.65555556,40.77301595,40.46826706,942.7,925,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
308,27.53,100.6,200,101-200,4394,31664,524,,36582,53,384,105,,542,6,5.966666667,10.53333333,41.59110872,40.90973329,900,808.1,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
309,27.67,100.6,70,51-100,2585,8321,864,,11770,88,284,173,,545,6,5.966666667,10.53333333,41.59110872,40.90973329,873.1,788.1,needle,temperate forest,boreal/alpine Picea-Abies forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
310,27.36,99.34,160,101-200,3777,23562,650,,27989,57,360,130,,547,7,8.95,12.68571429,41.15015772,40.60290766,878,736,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
311,27.1,99.2,161,101-200,4552,21443,1090,,27085,81,342,258,,682,9,11.01666667,13.12222222,40.84980402,40.54400586,950.7,869.1,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
312,26.14,99.38,105,101-200,3390,20067,621,,24077,87,507,124,,718,10,12.875,14.16,40.58331996,40.39884162,1064.4,1031.2,needle,woodland/shrubland,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
313,27.7,99.7,155,101-200,4109,23820,785,,28713,56,311,172,,539,6,6.516666667,11.2,41.5097652,40.81394603,819.5,673.2,needle,temperate forest,boreal/alpine Picea-Abies forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
314,52.3,124.7,134,101-200,2150,10187,407,,12743,35,154,250,,439,5,-3.441666667,13.34,43.18976635,40.51503571,505.5,432,needle,taiga,boreal Pinus sylvestris var. mongolica forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
315,51.7,126.6,84,51-100,2157,7284,481,,9922,74,221,283,,578,5,-1.416666667,15.4,42.86832341,40.22562939,485.3,402.1,needle,taiga,boreal Pinus sylvestris var. mongolica forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
316,52.7,122,93,51-100,2443,9343,474,,12260,52,194,279,,525,3,-5.158333333,15.16666667,43.47613996,40.25161794,446.7,290.6,needle,taiga,boreal Pinus sylvestris var. mongolica forest,10.25,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
317,53,122.4,150,101-200,2744,10802,527,,14073,37,135,322,,494,3,-4.825,15.63333333,43.42418342,40.18658863,438.5,282.5,needle,taiga,boreal Pinus sylvestris var. mongolica forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
318,52.6,124.2,53,51-100,2237,6480,469,,9186,98,277,309,,684,3,-5.308333333,14.63333333,43.49284026,40.32632035,502.4,320.8,needle,taiga,boreal Pinus sylvestris var. mongolica forest,18.05,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
319,50.2,126.4,180,101-200,2507,11608,469,,14584,27,118,292,,437,5,-2.2,13.92,42.97998442,40.43255811,534.1,458.2,needle,taiga,boreal Pinus sylvestris var. mongolica forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
320,50.8,121.5,130,101-200,1937,9127,462,,11526,41,154,245,,440,3,-5.141666667,14.16666667,43.45811425,40.3917452,468.8,318.5,needle,taiga,boreal Pinus sylvestris var. mongolica forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
321,52.6,120.6,90,51-100,2465,9190,553,,12207,63,215,313,,590,3,-4.516666667,15.16666667,43.36142997,40.25159839,425.6,279.4,needle,taiga,boreal Pinus sylvestris var. mongolica forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
322,52.2,120.8,171,101-200,2388,12455,462,,15306,26,131,265,,423,3,-4.05,15.63333333,43.28617288,40.18649257,426.2,281.7,needle,taiga,boreal Pinus sylvestris var. mongolica forest,20.55,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
323,50.4,121.7,63,51-100,1820,7220,465,,9505,58,225,243,,526,3,-5.075,14,43.44292045,40.41517639,476.6,325.9,needle,taiga,boreal Pinus sylvestris var. mongolica forest,13.1,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
324,32.6,118,18,0-50,1045,4915,513,,6473,134,632,171,,938,12,8.891666667,8.891666667,41.14655768,41.14655768,1000.5,1000.5,needle,temperate forest,temperate Pinus tabulaeformis forest,20.25,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
325,33.22,103.84,51,51-100,1605,12155,455,,14215,77,587,150,,814,5,2.625,9.4,42.1062818,41.07410453,698.7,523.8,needle,taiga,temperate Pinus tabulaeformis forest,8.6,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
326,33.33,108.5,60,51-100,2497,13680,1116,,17292,120,638,390,,1147,8,10.1,14.6875,41.00313358,40.33203582,961.3,892.4,needle,temperate forest,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
327,33.64,103.79,40,0-50,2381,10379,407,,13168,177,722,175,,1074,5,2.616666667,9.6,42.10921733,41.0451431,686.5,523.1,needle,taiga,temperate Pinus tabulaeformis forest,13.8,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
328,34,107.3,86,51-100,5996,21371,509,,27875,178,631,173,,981,7,7.441666667,13.38571429,41.39144926,40.50902997,817.9,735.6,needle,temperate forest,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
329,35.43,112.12,36,0-50,758,2204,299,,3261,50,145,100,,295,7,8.85,15.91428571,41.19708168,40.15608456,726.1,642.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
330,35.58,112.02,53,51-100,1042,3525,436,,5003,48,163,145,,356,7,9.85,17.01428571,41.05255707,40.00399982,673.5,598.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
331,35.6,112.08,55,51-100,1125,3802,470,,5397,50,170,157,,377,7,9.85,17.01428571,41.05255707,40.00399982,673.5,598.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
332,35.68,112.1,28,0-50,796,2241,310,,3347,65,184,103,,352,7,9.258333333,16.42857143,41.13877202,40.0848697,674.5,601.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
333,35.72,112.22,24,0-50,881,2415,340,,3636,83,228,113,,424,7,10.33333333,17.57142857,40.98330439,39.92733724,641.6,572.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
334,35.75,112.17,35,0-50,684,2173,279,,3136,46,147,93,,286,7,9.258333333,16.42857143,41.13877202,40.0848697,674.5,601.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
335,35.77,112.28,28,0-50,494,1297,188,,1979,41,107,63,,211,7,10.33333333,17.57142857,40.98330439,39.92733724,641.6,572.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
336,35.95,113.11,59,51-100,1987,7736,876,,10599,83,325,292,,700,7,9.633333333,16.85714286,41.08467077,40.02564142,649.7,584.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
337,35.98,112.06,45,0-50,1582,4983,644,,7209,85,267,215,,567,7,8.966666667,16.17142857,41.18184339,40.12064414,665.7,595.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
338,36,112.4,46,0-50,614,2108,258,,2980,32,111,86,,229,7,10.14166667,17.4,41.01135715,39.95096216,629.1,565.9,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,24,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
339,36.08,111.07,56,51-100,996,3554,425,,4975,44,156,142,,342,7,8.433333333,15.7,41.26096961,40.18643466,663,596.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
340,36.17,112.29,47,0-50,980,2919,390,,4289,51,151,130,,332,7,9.916666667,17.24285714,41.04483057,39.97263474,600.1,542.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,8.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
341,36.17,112.47,38,0-50,1115,3784,467,,5366,70,237,156,,463,7,9.033333333,16.32857143,41.17315842,40.09889395,629.1,567.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,24,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
342,36.32,112.16,53,51-100,798,2294,314,,3406,37,106,105,,248,7,9.6,16.91428571,41.09080114,40.01797442,609.6,550.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
343,36.4,117.2,23,0-50,720,3400,363,,4483,71,334,121,,526,8,11.75,17.6125,40.78271167,39.93040995,775.6,730.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
344,36.42,112.25,60,51-100,1188,4110,501,,5799,49,170,167,,386,7,9.4,16.74285714,41.12027596,40.04172408,640.9,579.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
345,36.42,112.47,33,0-50,829,2686,341,,3856,59,190,114,,363,7,9.091666667,16.42857143,41.16514346,40.08503992,608.1,550.9,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
346,36.43,111.87,60,51-100,1845,6818,797,,9460,76,282,266,,624,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
347,36.45,111.22,29,0-50,864,2365,333,,3562,69,188,111,,368,7,7.983333333,15.34285714,41.328296,40.23619847,640.9,579.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
348,36.45,111.36,40,0-50,1120,4162,1180,,6462,59,218,590,,867,7,9.066666667,16.47142857,41.1699103,40.07938,608.1,550.9,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
349,36.45,112.29,56,51-100,1221,4500,527,,6248,54,198,176,,428,7,9.4,16.74285714,41.12027596,40.04172408,600.6,543.9,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
350,36.47,112.41,56,51-100,1295,4395,542,,6232,57,193,181,,431,7,9.091666667,16.42857143,41.16514346,40.08503992,610.6,553,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
351,36.48,112.43,56,51-100,814,2674,336,,3824,36,118,112,,266,7,9.091666667,16.42857143,41.16514346,40.08503992,610.6,553,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
352,36.48,112.45,56,51-100,662,1947,262,,2871,29,86,87,,202,7,9.091666667,16.42857143,41.16514346,40.08503992,610.6,553,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
353,36.5,118.2,27,0-50,1147,5413,714,,7273,100,471,293,,864,7,11.6,19.3,40.80632445,39.69206368,696.8,632.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
354,36.5,109.4,45,0-50,2605,8678,469,,11752,172,485,94,,774,7,9.5,16.91428571,41.10672489,40.01773851,561.3,514.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
355,36.52,112.18,45,0-50,898,2873,368,,4139,48,154,123,,325,7,8.525,15.87142857,41.2483789,40.16248288,612.7,555.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.45,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
356,36.52,112.54,30,0-50,744,2400,305,,3449,57,185,102,,344,7,9.3,16.68571429,41.13542428,40.04964264,591.5,538.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
357,36.53,112.3,50,0-50,1294,4240,534,,6068,63,207,178,,448,7,8.525,15.87142857,41.2483789,40.16248288,612.7,555.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
358,36.53,112.43,36,0-50,716,2737,313,,3766,47,180,104,,331,7,8.675,16.04285714,41.22666086,40.13869404,610.3,553.8,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
359,36.55,112.41,46,0-50,746,2239,298,,3283,39,117,99,,255,7,8.675,16.04285714,41.22666086,40.13869404,610.3,553.8,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
360,36.58,111.2,37,0-50,1887,6196,780,,8863,121,396,260,,777,7,7.375,14.75714286,41.41842152,40.31809273,641.6,580.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
361,36.58,112.1,50,0-50,712,2554,304,,3570,35,125,101,,261,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
362,36.6,112.07,59,51-100,932,3681,413,,5026,39,155,138,,332,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
363,36.6,112.34,29,0-50,970,2783,381,,4134,77,221,127,,425,7,8.675,16.04285714,41.22666086,40.13869404,610.3,553.8,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
364,36.63,111.22,38,0-50,1381,4138,551,,6070,86,259,184,,529,7,7.375,14.75714286,41.41842152,40.31809273,641.6,580.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
365,36.63,112.07,56,51-100,1419,5729,634,,7782,62,252,211,,525,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
366,36.63,112.34,41,0-50,634,1809,248,,2691,37,105,83,,225,7,8.675,16.04285714,41.22666086,40.13869404,610.3,553.8,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
367,36.65,112.1,56,51-100,1694,6140,727,,8561,75,270,242,,587,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
368,36.65,112.27,45,0-50,1363,4488,564,,6415,73,241,188,,502,7,8.525,15.87142857,41.2483789,40.16248288,612.7,555.3,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.25,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
369,36.7,112.07,56,51-100,1805,6899,790,,9494,79,304,263,,646,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,needle,temperate forest,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
370,36.7,112.12,50,0-50,1415,6093,648,,8156,69,296,216,,581,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,needle,temperate forest,temperate Pinus tabulaeformis forest,3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
